gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
887045318	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/302a0af61-4085-4f24-95b4-f998670b4229	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Luzon, Subic Bay; Olongapo	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-07-05T02:00Z	5	7	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	279612.7179483	58		CC_BY_NC_4_0		J. Barker			2016-08-04T02:00Z		
887045333	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ff9850c8-78f9-42ce-b16d-0c54ea4e926c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	TW	Sho Chikaku, Gyoo-To; (Pescadores Islands=P'Eng-Hu)	bc092ff0-02e4-11dc-991f-b8a03c50a862									1952-05-08T01:00Z	8	5	1952	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	294588.7179453	15		CC_BY_NC_4_0		C. Wang			2016-08-04T02:00Z		
887045396	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/33633d9aa-6285-4a0d-afac-99148e56192f	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	MG	Ambatosoratra, 3.3 Km N, Tamatave	bc092ff0-02e4-11dc-991f-b8a03c50a862									1962-09-04T01:00Z	4	9	1962	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	328992.7179746	334		CC_BY_NC_4_0		J. Shaw & K. Lange			2016-08-04T02:00Z		
887045402	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3a7b806d5-3b7a-4e1b-8392-dff8bab2d321	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	MG	Perinet, 3 Kn E	bc092ff0-02e4-11dc-991f-b8a03c50a862									1963-05-06T01:00Z	6	5	1963	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	341844.7179773	624		CC_BY_NC_4_0		K. Lange			2016-08-04T02:00Z		
887045434	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d8349cd3-6d8f-4f60-8896-494c1ec88e1c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1963-02-20T01:00Z	20	2	1963	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	334571.7179828	M-5		CC_BY_NC_4_0		W. Wirtz			2016-08-04T02:00Z		
887045437	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3346881b0-0d87-4a65-8fcd-b6b5e6b966b6	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NC		bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-02-04T01:00Z	4	2	1944	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	271536.7179912	C59		CC_BY_NC_4_0		W. Crabb			2016-08-04T02:00Z		
887045449	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e4267c25-97a7-4574-b26b-454629e8c890	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	US	Hamakua District	bc092ff0-02e4-11dc-991f-b8a03c50a862									1961-12-07T01:00Z	7	12	1961	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	324883.7179896	2734		CC_BY_NC_4_0		P. Tomich			2016-08-04T02:00Z		
887045462	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d990dde5-d43a-43c7-9162-7ee89da6088f	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NC		bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-02-04T01:00Z	4	2	1944	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	271537.7179913	C61		CC_BY_NC_4_0		W. Crabb			2016-08-04T02:00Z		
887045506	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3330e012e-2e7b-4541-a98e-a1726d48efcf	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NC	Noumea, Pilotage	bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-02-06T01:00Z	6	2	1944	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	271535.7179911	8/60		CC_BY_NC_4_0		L. Laughlin & W. Crabb			2016-08-04T02:00Z		
887045509	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/33120cdf6-f475-4ba4-8ab2-fa48251d1960	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	US	Kauai Island	bc092ff0-02e4-11dc-991f-b8a03c50a862													4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	A38316.7179861	No Number		CC_BY_NC_4_0		H. Kundsen			2016-08-04T02:00Z		
887045510	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3091a4d1f-37f7-4899-a474-0cd23d90e5cd	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NC	Noumea	bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-02-25T01:00Z	25	2	1944	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	276793.7179915	94		CC_BY_NC_4_0		A. Nicholson			2016-08-04T02:00Z		
887045576	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/35e33528a-3927-4d6c-a08e-c30af844c5c6	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	MP		bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-10-11T01:00Z	11	10	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	279127.7180019	3107		CC_BY_NC_4_0		J. Marshall			2016-08-04T02:00Z		
887045612	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3501b783c-c00b-4c8b-9fc1-34c6f30a5af6	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-03-25T01:00Z	25	3	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	362162.7182646	25435		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
887045652	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/34d3c6534-7ab0-4109-bc52-c8797f602e9e	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-02-04T01:00Z	4	2	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	361422.7211924	552/5151		CC_BY_NC_4_0		R. Kirkpatrick			2016-08-04T02:00Z		
887045659	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3194b1862-b875-4080-9de2-c379b7658a5c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-03-27T01:00Z	27	3	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	362175.7182659	25449		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
887045686	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/31db08810-a465-4fae-a69c-e7b18257ebed	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	ID	Djakarta	bc092ff0-02e4-11dc-991f-b8a03c50a862									1971-07-09T01:00Z	9	7	1971	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	522003.7393476	1742		CC_BY_NC_4_0		Collector Unknown			2016-08-04T02:00Z		
887045694	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3b08340da-1a42-402d-a875-703ba926d58e	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	ID	Timor, Ruteng; Manggarai	bc092ff0-02e4-11dc-991f-b8a03c50a862	-8.6	120.47			1150.0				1973-05-11T01:00Z	11	5	1973	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	521407.7392880	4091		CC_BY_NC_4_0		Collector Unknown			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
887045700	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/38cf4d6ec-79e7-4328-b2eb-50eeaebd7356	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	IN	New Delhi	bc092ff0-02e4-11dc-991f-b8a03c50a862									1973-09-21T01:00Z	21	9	1973	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	533865.7401534	JTM 6984		CC_BY_NC_4_0		J. Marshall			2016-08-04T02:00Z		
887045706	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3acab508b-ba1b-4b68-8d29-de5c78da4914	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-28T01:00Z	28	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538847.7406514	25088		CC_BY_NC_4_0		Heryford & Lewis			2016-08-04T02:00Z		
887045747	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3350d1d7a-7a61-48ee-8933-ea1c82b7780d	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1964-11-17T01:00Z	17	11	1964	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538870.7406537	25176		CC_BY_NC_4_0		R. Kirkpatrick			2016-08-04T02:00Z		
887045773	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3f619c113-6c5f-4138-85b7-120d77c27964	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-02-14T01:00Z	14	2	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538912.7406579	25356		CC_BY_NC_4_0		Heryford & Lehner			2016-08-04T02:00Z		
887045774	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/34ce51ce7-1b40-4d15-a271-11d3845d4055	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1964-11-18T01:00Z	18	11	1964	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538881.7406548	25203		CC_BY_NC_4_0		R. Kirkpatrick			2016-08-04T02:00Z		
887045779	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3f5cf079b-e6e8-454f-8822-9c0607cc4dc3	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-02-24T01:00Z	24	2	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538924.7406591	25375		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
887045796	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3745f0de1-a928-4d71-b98a-edcccb4ea8cf	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-01-11T01:00Z	11	1	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538907.7406574	25316		CC_BY_NC_4_0		R. Kirkpatrick			2016-08-04T02:00Z		
887045819	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/35736c1f0-adcc-4050-86fd-e81174920c3c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-04-20T01:00Z	20	4	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538942.7406609	25468		CC_BY_NC_4_0		Bratley & C. Kepler			2016-08-04T02:00Z		
887045820	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/375b0152d-0da6-4821-88d0-7dcff4bd91b4	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-02-24T01:00Z	24	2	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538930.7406597	25382		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
887045821	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3cbfc7656-e719-4d2d-91d4-0147da35b697	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-04-20T01:00Z	20	4	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538941.7406608	25467		CC_BY_NC_4_0		Bratley & C. Kepler			2016-08-04T02:00Z		
887045842	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/390bfa471-718b-4895-ab24-58e01f8cfff4	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-04-22T01:00Z	22	4	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538982.7406649	25514		CC_BY_NC_4_0		Bratley & C. Kepler			2016-08-04T02:00Z		
887045861	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/32eb56b8a-79cc-4a8c-873f-54af4918139b	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-05-22T01:00Z	22	5	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538997.7406664	25552		CC_BY_NC_4_0		C. Kepler & Anderson			2016-08-04T02:00Z		
887045872	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e9c2c661-d912-407d-9ce6-cee145cce9f0	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-05-22T01:00Z	22	5	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538989.7406656	25542		CC_BY_NC_4_0		C. Kepler & Anderson			2016-08-04T02:00Z		
887045873	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/361edde45-6ffb-4418-996d-24d5af491416	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-05-23T01:00Z	23	5	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539010.7406677	25571		CC_BY_NC_4_0		C. Kepler & Anderson			2016-08-04T02:00Z		
887045880	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3b4da1274-3405-480e-b6ad-2ff1901ee23a	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-05-23T01:00Z	23	5	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539007.7406674	25567		CC_BY_NC_4_0		C. Kepler & Anderson			2016-08-04T02:00Z		
887045927	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3801c424b-66f5-4ba9-9414-2e1fa52fe6d1	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-06-22T01:00Z	22	6	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539024.7406691	25595		CC_BY_NC_4_0		C. Kepler & Heryford			2016-08-04T02:00Z		
887045946	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/369550228-e495-4444-8443-2a9e092ddec4	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-11-04T01:00Z	4	11	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539236.7406903	25847		CC_BY_NC_4_0		Lewis			2016-08-04T02:00Z		
887045951	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/32b8ecde2-6bf1-407f-980a-3bc41ea17124	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-06-29T01:00Z	29	6	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539067.7406734	25642		CC_BY_NC_4_0		C. Kepler & Heryford			2016-08-04T02:00Z		
887045999	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/31d3d1459-9d33-4430-9061-86530faf49ea	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-07-20T01:00Z	20	7	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539083.7406750	25663		CC_BY_NC_4_0		Heryford & Woodward			2016-08-04T02:00Z		
887046068	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3cf9e38b0-d2d1-4d18-95e4-1f4573a54e4e	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-07-19T01:00Z	19	7	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539072.7406739	25651		CC_BY_NC_4_0		Heryford & Woodward			2016-08-04T02:00Z		
887046096	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3c67b86e1-91d4-49aa-a950-451a6fcdea99	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-12-05T01:00Z	5	12	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539266.7406933	25893		CC_BY_NC_4_0		C. Kepler			2016-08-04T02:00Z		
887046114	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/394aeef3b-5f28-44a6-998f-44daa08e0a1e	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-10-06T01:00Z	6	10	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539149.7406816	25739		CC_BY_NC_4_0		Lewis			2016-08-04T02:00Z		
887046158	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/30d47e802-9149-493c-9336-31252e7e3da9	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-01-12T01:00Z	12	1	1966	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539325.7406992	25980		CC_BY_NC_4_0		R. Maze			2016-08-04T02:00Z		
887046205	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3cfb8b18d-a35a-484b-b188-363c9ab32d61	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-01-10T01:00Z	10	1	1966	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539299.7406966	25950		CC_BY_NC_4_0		R. Maze			2016-08-04T02:00Z		
887046206	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3581459f0-8ab5-4bde-bd73-31dd234c1598	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-11-04T01:00Z	4	11	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539221.7406888	25831		CC_BY_NC_4_0		Lewis			2016-08-04T02:00Z		
887046226	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/364bc05b5-6a20-4e0b-af97-428b6f094559	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-02-21T01:00Z	21	2	1966	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539345.7407012	26015		CC_BY_NC_4_0		Amerman, Ely & Maze			2016-08-04T02:00Z		
887046232	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/39afb9f23-ba75-4ea9-8439-cdb740e185d3	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-01-12T01:00Z	12	1	1966	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539323.7406990	25977		CC_BY_NC_4_0		R. Maze			2016-08-04T02:00Z		
887046262	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3c84e0e50-1450-45a2-af47-27dd062d0556	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-02-21T01:00Z	21	2	1966	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539352.7407019	26023		CC_BY_NC_4_0		Amerman, Ely & Maze			2016-08-04T02:00Z		
887046283	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e120dc32-d5e1-4da1-afb7-b0cfae6ba9df	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	ID	Biroro, Lompobatang	bc092ff0-02e4-11dc-991f-b8a03c50a862									1969-01-28T01:00Z	28	1	1969	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	359781.7574074	CE 13		CC_BY_NC_4_0		G. Jones			2016-08-04T02:00Z		
887046285	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ec6b43e1-e7bc-4520-9866-2e5b8c41c76b	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-02-21T01:00Z	21	2	1966	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	539368.7407035	26045		CC_BY_NC_4_0		Amerman, Ely & Maze			2016-08-04T02:00Z		
887046298	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ba8b4359-81eb-4c45-8f85-c38939678163	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	KI		bc092ff0-02e4-11dc-991f-b8a03c50a862									1968-06-19T01:00Z	19	6	1968	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	399148.7574089	901		CC_BY_NC_4_0		C. Hackman			2016-08-04T02:00Z		
