gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1144888786	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/35964efce-bfa0-46c0-91fe-c3f6dab2e73c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	MM	Pyin-Oo-Lwin (Maymyo), 6.8 mi. ENE, Yangon Monastary	bc092ff0-02e4-11dc-991f-b8a03c50a862	22.0675	96.56352			900.0				2003-08-12T02:00Z	12	8	2003	4264890	2438780	MATERIAL_SAMPLE	USNM	Mammals	11781635	JFJ-1139		CC_BY_NC_4_0		J. Jacobs & N. Woodman			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
665766393	41fc5c40-5e81-496f-9733-6b5681b3b7a5	b633e187-cbb5-44df-8d06-02a4c903bf24	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Katipunan, Sigayan	7b8aff00-a9f8-11d8-944b-b8a03c50a862	8.5	123.25											4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	77090	657		CC0_1_0		D. S. Rabor			2016-08-03T17:46Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;RECORDED_DATE_UNLIKELY
665808163	41fc5c40-5e81-496f-9733-6b5681b3b7a5	0b714492-bb27-4811-85da-b22cdf1d347a	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	CN	Pu Hoo, ca 65 mi SE of Chongqing	7b8aff00-a9f8-11d8-944b-b8a03c50a862	28.91667	106.91667											4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	37775	a13		CC0_1_0		F. T. Smith			2016-08-03T17:46Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY;COORDINATE_ROUNDED
665812855	41fc5c40-5e81-496f-9733-6b5681b3b7a5	5c0d0567-46c3-4b72-959d-61a3fd578d6a	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	CN	Lu Chang Pu, 14 mi E Kao Ku, Wu R	7b8aff00-a9f8-11d8-944b-b8a03c50a862	29.41667	108.3											4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	40592	b314		CC0_1_0		F. T. Smith			2016-08-03T17:46Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY;COORDINATE_ROUNDED
665812912	41fc5c40-5e81-496f-9733-6b5681b3b7a5	9694849f-a525-42bd-bfdb-62d7ff0047f0	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	CN	Pien Ngai	7b8aff00-a9f8-11d8-944b-b8a03c50a862													4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	40648	d87		CC0_1_0		F. T. Smith			2016-08-03T17:46Z		RECORDED_DATE_UNLIKELY
665819037	41fc5c40-5e81-496f-9733-6b5681b3b7a5	71392fb2-aaeb-4701-932d-cefa6bef6e3d	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Palo	7b8aff00-a9f8-11d8-944b-b8a03c50a862	11.15	124.9834											4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	54049	223		CC0_1_0		H. H. Hoogstraal			2016-08-03T17:46Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;RECORDED_DATE_UNLIKELY
665838918	41fc5c40-5e81-496f-9733-6b5681b3b7a5	8f641fea-c7c5-439f-a15d-2bb6b058317d	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	IN	Naga Hills, Takubama	7b8aff00-a9f8-11d8-944b-b8a03c50a862													4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	76734			CC0_1_0		W. N. Koelz			2016-08-03T17:46Z		RECORDED_DATE_UNLIKELY
665894849	41fc5c40-5e81-496f-9733-6b5681b3b7a5	dda36ef8-537f-458f-86bf-ee75c348402c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Magdiwang, 1 km S, 1.25 km E; Tampayan	7b8aff00-a9f8-11d8-944b-b8a03c50a862	12.4833	122.5166			10.0								4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	135736	3270		CC0_1_0		S. M. Goodman			2016-08-03T17:46Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;RECORDED_DATE_UNLIKELY
665906164	41fc5c40-5e81-496f-9733-6b5681b3b7a5	84fc8406-7702-4855-b9b1-75502313f7c1	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NP	Kathmandu, Thamel	7b8aff00-a9f8-11d8-944b-b8a03c50a862	27.71667	85.31667			1311.0								4264890	2438780	PRESERVED_SPECIMEN	FMNH	Mammals	104271	478		CC0_1_0		C. O. Maser			2016-08-03T17:46Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY;COORDINATE_ROUNDED
888544347	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/321cc999d-47c3-4813-8a45-2b2b869783b3	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	AF	Jamajgal Village.	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.14603	70.9005			2540.0				2007-12-01T01:00Z	1	12	2007	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	590802.10014910	ADNUR BV		CC_BY_NC_4_0		M. Ismail, M. Juma, A. Zaher & A. Quame			2016-08-04T02:05Z		GEODETIC_DATUM_ASSUMED_WGS84
887045143	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/336f57d8e-f783-4de1-8108-243396b25fbc	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	JP	Iwo Jima	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-03-28T01:00Z	28	3	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	278149.7179237	366/GWW X-2		CC_BY_NC_4_0		G. Wharton			2016-08-04T02:00Z		
887045166	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3bcc30c37-c592-4698-8065-9f8f98415ed9	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	CN	Nanking	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-05-23T01:00Z	23	5	1923	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	239749.7179317	1492		CC_BY_NC_4_0		A. Sowerby			2016-08-04T02:00Z		
887045185	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/301495098-3b05-43db-8f3e-3f32fb97ea21	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	CN	Yen-Ping-Fu, 70 Mi SW Of	bc092ff0-02e4-11dc-991f-b8a03c50a862					152.0				1921-11-30T01:00Z	30	11	1921	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	238234.7179313	1133		CC_BY_NC_4_0		A. Sowerby			2016-08-04T02:00Z		
887045204	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/30e5b3541-6fcc-4426-bc6a-c2bfdb300aa8	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	CN	Kweiyang	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-08-30T01:00Z	30	8	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	279301.7179322	2682		CC_BY_NC_4_0		K. Stager			2016-08-04T02:00Z		
887045218	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/32c72bed9-c1e7-4d17-be56-b2e9ff18d515	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	TW	Pachnau Island, (Pescadores Islands=P'Eng-Hu)	bc092ff0-02e4-11dc-991f-b8a03c50a862									1952-05-14T01:00Z	14	5	1952	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	294758.7179372	34		CC_BY_NC_4_0		W. Dougherty			2016-08-04T02:00Z		
887045302	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/382f25b07-a7d8-4373-856b-6e4afa6001c6	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	TW	Shan Sheng Village	bc092ff0-02e4-11dc-991f-b8a03c50a862									1958-04-25T01:00Z	25	4	1958	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	313659.7179388	FM529/PF4906		CC_BY_NC_4_0		R. Kuntz & C. Cheng			2016-08-04T02:00Z		
887045303	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/308413c9f-4be3-47d1-b97b-5f5fa80d365f	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	TW	Sho Chikaku, Gyoo-To; (Pescadores Islands=P'Eng-Hu)	bc092ff0-02e4-11dc-991f-b8a03c50a862									1952-05-09T01:00Z	9	5	1952	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	294766.7179379	17		CC_BY_NC_4_0		C. Wang			2016-08-04T02:00Z		
887045314	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ab797a3b-e64a-4a39-9593-9f4bb75451ad	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Manila	bc092ff0-02e4-11dc-991f-b8a03c50a862									1905-01-01T01:00Z			1905	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	143089.7179462	No Number		CC_BY_NC_4_0		E. Mearns			2016-08-04T02:00Z		
887045359	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/399cdcfea-7a9a-4bfa-ab7f-6343cbb25cd4	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Manilla	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-08-14T02:00Z	14	8	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	283835.7179487	RMR243		CC_BY_NC_4_0		R. Roecker			2016-08-04T02:00Z		
887045367	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/33682f9b1-3a06-4d15-9c3a-ffb6b622f8f6	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1964-10-15T01:00Z	15	10	1964	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	361412.7179793	108		CC_BY_NC_4_0		R. Merrill			2016-08-04T02:00Z		
887045372	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3a75ee4c0-eb21-4531-963e-e8bb15c2a263	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	PH	Manila	bc092ff0-02e4-11dc-991f-b8a03c50a862									1912-09-01T01:00Z		9	1912	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	175765.7179473	No Number		CC_BY_NC_4_0		C. Fox			2016-08-04T02:00Z		
887045417	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3a8f9196b-b9f2-40e0-b59b-5ffb9fd53638	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843			bc092ff0-02e4-11dc-991f-b8a03c50a862									1964-03-01T01:00Z		3	1964	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	338705.7179800	No Number		CC_BY_NC_4_0		Collector Unknown			2016-08-04T02:00Z		COUNTRY_INVALID
887045471	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/329021926-7e59-41a6-9f01-b49b036a94a7	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	GU	Mount Santa Rosa, 0.5 Mi W	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-05-14T02:00Z	14	5	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	278387.7179962	610/RHB 76		CC_BY_NC_4_0		R. Baker			2016-08-04T02:00Z		
887045476	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/36c45dd65-ed21-4da7-bb74-54bfedc86369	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NC	Hienghene, Tanghene Mission	bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-06-07T02:00Z	7	6	1944	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	276803.7179925	165/28		CC_BY_NC_4_0		A. Nicholson & W. Crabb			2016-08-04T02:00Z		
887045516	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3539473eb-35bf-4350-a595-bf3884fb6af9	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	GU	Sinajanja	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-03-10T01:00Z	10	3	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	277481.7179948	73		CC_BY_NC_4_0		W. Crabb			2016-08-04T02:00Z		
887045525	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ecf8341b-1a9b-4d94-b7a9-e4fc7b51f3fd	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	NC		bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-06-09T02:00Z	9	6	1944	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	276805.7179927	192/58		CC_BY_NC_4_0		W. Crabb			2016-08-04T02:00Z		
887045548	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e3b268c6-33f6-43d5-be7d-2a2e10067e02	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	GU	Mount Santa Rosa, 0.5 Mi W	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-10-03T01:00Z	3	10	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	278976.7180008	COD 346		CC_BY_NC_4_0		C. Davison			2016-08-04T02:00Z		
887045552	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d4176014-0e79-4d2f-8a29-36e45b9b8420	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	FM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1955-10-17T01:00Z	17	10	1955	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	302928.7180044	4949		CC_BY_NC_4_0		J. Marshall			2016-08-04T02:00Z		
887045559	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/307be50b8-7853-4028-9b89-8078196b254f	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	FM	Colonia	bc092ff0-02e4-11dc-991f-b8a03c50a862									1955-12-22T01:00Z	22	12	1955	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	319985.7180048	5027		CC_BY_NC_4_0		J. Marshall			2016-08-04T02:00Z		
887045573	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/348ceb8ac-96a8-4dad-ac22-f4f40e6ed11c	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	GU	Mount Santa Rosa, 0.5 Mi W	bc092ff0-02e4-11dc-991f-b8a03c50a862									1945-10-03T01:00Z	3	10	1945	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	278977.7180009	COD 347		CC_BY_NC_4_0		C. Davison			2016-08-04T02:00Z		
887045580	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/39bdb3bfb-a03d-4a60-b019-a995748df5b0	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	FM	Colonia	bc092ff0-02e4-11dc-991f-b8a03c50a862									1955-09-01T01:00Z	1	9	1955	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	302038.7180035	4900		CC_BY_NC_4_0		J. Marshall & W. Jackson			2016-08-04T02:00Z		
887045602	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3b48be84a-74ca-41d0-ac35-4147c4ebbf73	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-03-27T01:00Z	27	3	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	362168.7182652	25442		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
887045624	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/311d166f5-76f0-440b-b348-012f93369e70	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-03-27T01:00Z	27	3	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	362161.7182645	25434		CC_BY_NC_4_0		Collector Unknown			2016-08-04T02:00Z		
887045636	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ea32aa46-bb49-43df-9e3e-c16dbdcc9371	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-03-27T01:00Z	27	3	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	362180.7182664	25454		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
887045661	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/36d55b28e-7d0b-4690-bdc6-6c100e05e482	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	ID	Ceram, Kairatu	bc092ff0-02e4-11dc-991f-b8a03c50a862	-3.33	128.35			5.0				1971-04-02T01:00Z	2	4	1971	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	576931.7216968	1572		CC_BY_NC_4_0		(Namru 2 Djakarta Detachment)			2016-08-04T02:02Z		GEODETIC_DATUM_ASSUMED_WGS84
887045663	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/38b0c3b78-0d2a-426e-a320-26f19f32156f	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	ID	Djakarta City	bc092ff0-02e4-11dc-991f-b8a03c50a862									1970-09-28T01:00Z	28	9	1970	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	576929.7216966	735		CC_BY_NC_4_0		(Namru 2 Djakarta Detachment)			2016-08-04T02:00Z		
887045667	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/33b117879-7043-4523-8f98-99389500cbb4	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	ID	Simelungun, Tanjung Dolok	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.72	98.9			1100.0				1972-06-04T01:00Z	4	6	1972	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	521406.7392879	3026		CC_BY_NC_4_0		Collector Unknown			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
887045697	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3fa9c91c4-53ed-4018-b067-754896169221	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-22T01:00Z	22	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538829.7406496	25065		CC_BY_NC_4_0		Heryford			2016-08-04T02:00Z		
887045701	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/34a3ae89d-e9e2-4515-9613-8dc4cd0167c9	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-22T01:00Z	22	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538822.7406489	25058		CC_BY_NC_4_0		Heryford			2016-08-04T02:00Z		
887045702	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3b793b91e-a613-4c6e-8738-297db82195fc	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-25T01:00Z	25	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538836.7406503	25072		CC_BY_NC_4_0		Heryford			2016-08-04T02:00Z		
887045707	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/39603c84f-b95b-4272-aa00-8ff6c4428d50	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-27T01:00Z	27	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538840.7406507	25077		CC_BY_NC_4_0		Heryford			2016-08-04T02:00Z		
887045713	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/342fb02ab-6ac6-4de7-b8cd-26c411be38b0	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-25T01:00Z	25	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538832.7406499	25068		CC_BY_NC_4_0		Heryford			2016-08-04T02:00Z		
887045732	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/35d735dce-12f8-4372-8e35-d2c52a81d644	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1964-11-16T01:00Z	16	11	1964	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538864.7406531	25166		CC_BY_NC_4_0		R. Kirkpatrick			2016-08-04T02:00Z		
887045733	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ab0559f2-c348-4214-b610-1c94cc69af03	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-28T01:00Z	28	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538855.7406522	25098		CC_BY_NC_4_0		Heryford & Lewis			2016-08-04T02:00Z		
887045751	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/31dc5bc27-42a7-42d6-8eaa-36bf9205f2b1	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-09-28T01:00Z	28	9	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538845.7406512	25086		CC_BY_NC_4_0		Heryford & Lewis			2016-08-04T02:00Z		
887045793	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3fc262e67-5ad9-4551-ad7e-398d4639220a	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	castaneus	SUBSPECIES	Mus musculus subsp. castaneus Waterhouse, 1843	UM		bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-02-24T01:00Z	24	2	1965	4264890	2438780	PRESERVED_SPECIMEN	USNM	Mammals	538922.7406589	25373		CC_BY_NC_4_0		Bratley & Heryford			2016-08-04T02:00Z		
